gnssId,svId,sigId,freqId,numWords,chn,version,reserved0,dwrd_01,dwrd_02,dwrd_03,dwrd_04,dwrd_05,dwrd_06,dwrd_07,dwrd_08,dwrd_09,dwrd_10
6,9,0,5,4,14,2,0,613827572,5386,1764708352,44695557,,,,,,
6,6,0,3,4,31,2,0,545069731,75010826,1757980672,44695557,,,,,,
6,9,2,5,4,92,2,0,613827572,5386,1764708352,44695557,,,,,,
6,255,0,2,4,34,2,0,604706090,5130,1803409408,44695557,,,,,,
6,255,2,2,4,103,2,0,604706090,5130,1803409408,44695557,,,,,,
6,22,0,4,4,13,2,0,607157348,778,1791741952,44695557,,,,,,
6,22,2,4,4,89,2,0,607157348,778,1791741952,44695557,,,,,,
6,7,0,12,4,12,2,0,607898818,91848970,1760262144,44695557,,,,,,
6,20,0,9,4,17,2,0,536945250,5386,1787738112,44695557,,,,,,
6,20,2,9,4,91,2,0,536945250,5386,1787738112,44695557,,,,,,
1,137,0,0,9,0,2,236,2584764413,4292869631,3757834271,4261404669,4292869631,3758078907,3015424955,2730018240,0,
1,128,0,0,9,3,2,250,2590414151,3741310916,100696191,4286906240,0,0,0,629507136,0,
1,129,0,0,9,18,2,250,2584911869,4292869631,3757834271,4261404669,4292869631,3758078907,3015424955,2906950656,0,
3,25,0,0,10,6,2,250,948969826,357613379,301952001,521239923,628621811,392367004,62316583,898432877,673862044,351900744
3,23,0,0,10,10,2,250,948969826,357613379,939483142,512418779,505151721,519028648,61169739,894566363,597315916,343482389
3,6,2,0,10,65,2,67,948969826,357581634,771493213,370468384,454036125,285908551,70848381,1016789845,574402172,540344374
3,8,2,0,10,64,2,67,948969826,357568581,417323164,488614968,297535408,544863670,43876472,573301524,214740684,658087995
3,16,2,0,10,67,2,67,948969826,357580621,1023124000,360050049,358617827,640787623,73740190,1004403678,195866252,754723064
3,13,2,0,10,66,2,67,948969826,357569866,501219392,981690262,315100030,754474229,35127328,637330092,965521020,880845044
3,9,0,0,10,9,2,250,948969826,357581377,956030924,346633882,464264797,78102642,69275437,1032453015,514633244,528592974
3,9,2,0,10,70,2,67,948969826,357581377,956030924,346633882,464264797,78102642,69275437,1032453015,514633244,528592974
2,19,1,0,8,38,2,0,88530624,51412159,671788076,2901049344,2863300608,42,2863297848,612319232,,
2,33,1,0,8,48,2,0,88530624,51412095,134917164,2901049344,2863309072,3637169386,2863286042,4127260672,,
2,26,1,0,8,22,2,0,88530624,51411966,3893013548,2901049344,2863310736,3637169386,2863295353,2134966272,,
2,29,1,0,8,36,2,0,88530624,51412383,1879747628,2901049344,2863313104,3637169386,2863298642,2768306176,,
1,137,0,0,9,0,2,236,3328839765,2189234920,3141876224,0,0,0,32,391183424,0,
1,128,0,0,9,3,2,250,3329450284,602533952,2450065978,2015218750,96809144,2210397374,4037284101,639870976,0,
1,129,0,0,9,18,2,250,3324464167,3757952032,602749334,3758622575,4197447379,4266065920,11712,572308416,0,
2,29,5,0,8,69,2,0,9786709,1431655765,1431655765,1431846912,2572812288,42,2863301800,2113880064,,
2,19,5,0,8,71,2,0,9786709,1431655765,1431655765,1431846912,2572812288,42,2863301800,2113880064,,
2,26,5,0,8,73,2,0,9786709,1431655765,1431655765,1431846912,2572812288,42,2863301800,2113880064,,
6,9,0,5,4,14,2,0,714702848,270336,2099200,44695557,,,,,,
6,16,0,6,4,15,2,0,714768384,270336,1050624,44695557,,,,,,
6,21,0,11,4,16,2,0,714768384,139264,2099200,44695557,,,,,,
6,6,0,3,4,31,2,0,714768384,139264,1052672,44695557,,,,,,
6,21,2,11,4,88,2,0,714768384,139264,2099200,44695557,,,,,,
6,16,2,6,4,90,2,0,714768384,270336,1050624,44695557,,,,,,
6,9,2,5,4,92,2,0,714702848,270336,2099200,44695557,,,,,,
6,22,0,4,4,13,2,0,714768384,139264,2099200,44695557,,,,,,
6,22,2,4,4,89,2,0,714768384,139264,2099200,44695557,,,,,,
6,7,0,12,4,12,2,0,714768384,139264,1052672,44695557,,,,,,
6,20,0,9,4,17,2,0,714768384,270336,2101248,44695557,,,,,,
6,20,2,9,4,91,2,0,714768384,270336,2101248,44695557,,,,,,
1,137,0,0,9,0,2,236,1409024000,0,0,0,0,0,0,25179840,0,
1,128,0,0,9,3,2,250,1396997936,1219415988,637571078,32595825,2143289872,3286316019,2416443411,4000070464,0,
1,129,0,0,9,18,2,250,1399440419,3241021816,3146095144,3241019312,864115977,1749779358,1038210784,564304064,0,
2,33,1,0,8,48,2,0,9786709,1431655765,1431655765,1431846912,2572835603,4073303018,2863288027,4094345216,,
2,26,1,0,8,22,2,0,9786709,1431655765,1431655765,1431846912,2572835603,4073303018,2863288027,4094345216,,
2,29,1,0,8,36,2,0,9786709,1431655765,1431655765,1431846912,2572831763,4073303018,2863292792,1779089408,,
2,19,1,0,8,38,2,0,9786709,1431655765,1431655765,1431846912,2572828672,42,2863298769,2206154752,,
1,137,0,0,9,0,2,236,2586326537,2227700016,1682818360,5979312,0,0,0,51902912,0,
1,128,0,0,9,3,2,250,2584920083,4278190591,3231973769,1497571325,4292869631,3757940667,2545680383,4074230976,0,
1,129,0,0,9,18,2,250,2584215551,4294705152,0,0,131072,0,0,3130139072,0,
0,24,0,0,10,5,2,0,583095850,2272415148,483284366,2147483689,2147483689,2147483689,2147483689,2147483689,2147483689,2147483788
0,23,0,0,10,2,2,0,583095850,2272415148,483284366,2147483689,2147483689,2147483689,2147483689,2147483689,2147483689,2149712544
0,18,0,0,10,4,2,0,583095850,2272415148,483284366,2147483689,2147483689,2147483689,2147483689,2147483689,2147483689,2155771724
0,12,0,0,10,1,2,0,583095850,2272415148,483284366,2147483689,2147483689,2147483689,2147483689,2147483689,2147483689,2236962196
0,10,0,0,10,23,2,0,583095850,2272415148,483628427,0,0,0,0,0,0,83
6,16,0,6,4,15,2,0,900236285,2635126320,412430336,44695557,,,,,,
6,21,0,11,4,16,2,0,900236285,2635126320,412430336,44695557,,,,,,
6,6,0,3,4,31,2,0,900236285,2635126320,412430336,44695557,,,,,,
6,9,0,5,4,14,2,0,900236074,3429946920,416290816,44695557,,,,,,
6,21,2,11,4,88,2,0,900236285,2635126320,412430336,44695557,,,,,,
6,16,2,6,4,90,2,0,900236285,2635126320,412430336,44695557,,,,,,
6,9,2,5,4,92,2,0,900236074,3429946920,416290816,44695557,,,,,,
2,29,5,0,8,69,2,0,9786709,1431655765,1431655765,1431846912,2572845056,42,2863307652,1161773056,,
6,22,0,4,4,13,2,0,900236285,2635126320,412430336,44695557,,,,,,
2,19,5,0,8,71,2,0,9786709,1431655765,1431655765,1431846912,2572845056,42,2863307652,1161773056,,
6,22,2,4,4,89,2,0,900236285,2635126320,412430336,44695557,,,,,,
6,7,0,12,4,12,2,0,900236285,2635126320,412430336,44695557,,,,,,
2,26,5,0,8,73,2,0,9786709,1431655765,1431655765,1431846912,2572845056,42,2863307652,1161773056,,
6,20,0,9,4,17,2,0,900236285,2635126320,412430336,44695557,,,,,,
6,20,2,9,4,91,2,0,900236285,2635126320,412430336,44695557,,,,,,
5,3,0,0,10,39,2,0,583051905,2272412995,1058027863,340567447,341568920,1073543436,952562386,2479171872,960354758,2606176600
5,7,0,0,10,20,2,0,583051905,2272412995,1058028840,777196775,832257534,3220116977,2429448402,2223921552,267115773,2783757407
5,2,0,0,10,40,2,0,583051905,2272412995,1058028579,72733266,2582791162,2965693606,2664358684,312559833,2526610091,949123687
1,137,0,0,9,0,2,236,3322765308,2096639,4294836191,4261396483,4290772992,536846265,3149536691,2296637888,0,
1,128,0,0,9,3,2,250,3322470397,4292869631,3757965279,4228046844,2096639,3758078907,3148322747,2317526464,0,
1,129,0,0,9,18,2,250,3322781692,2096639,4294836191,4261396480,0,536846265,3149536691,2153601920,0,
2,33,1,0,8,48,2,0,269953846,745592286,4169583920,1543503872,2509256764,3464495146,2863288723,1221312512,,
1,137,0,0,9,0,2,236,1393123325,4292869631,3221356511,4261404671,4292870143,3221470137,4223380394,1009797824,0,
2,26,1,0,8,22,2,0,271540723,2924338142,3781626655,67223552,2778743484,3464495146,2863294791,3398156288,,
2,29,1,0,8,36,2,0,283581448,2577404467,4027343253,1274904576,2682265148,3464495146,2863292669,3482042368,,
2,19,1,0,8,38,2,0,9786709,1431655765,1431655765,1431846912,2572861440,42,2863294461,3149873152,,
1,128,0,0,9,3,2,250,1393483773,4292869631,4293787615,4261404671,4294967295,1610595257,2075891059,2677683456,0,
1,129,0,0,9,18,2,250,1393139709,4292869631,3221356511,4261404671,4292870143,3221470137,4223380394,817003840,0,
2,29,5,0,8,69,2,0,17171942,3555421846,3073025,2852438016,2640625664,42,2863312032,385826816,,
2,19,5,0,8,71,2,0,17171942,3480825417,301231,2852438016,3081355264,42,2863315082,1681866752,,
2,26,5,0,8,73,2,0,17171942,3464971236,3304675,2852438016,2457387008,42,2863311001,67059712,,
6,9,0,5,4,14,2,0,1066203152,4025794835,2520971264,44695557,,,,,,
6,16,0,6,4,15,2,0,1066083421,3795108119,2454138880,44695557,,,,,,
6,21,0,11,4,16,2,0,1066083421,3795108119,2454138880,44695557,,,,,,
6,6,0,3,4,31,2,0,1066083421,3795108119,2454138880,44695557,,,,,,
6,255,0,2,4,33,2,0,1066205200,4021600531,2521579520,44695557,,,,,,
6,21,2,11,4,88,2,0,1066083421,3795108119,2454138880,44695557,,,,,,
6,16,2,6,4,90,2,0,1066083421,3795108119,2454138880,44695557,,,,,,
6,9,2,5,4,92,2,0,1066203152,4025794835,2520971264,44695557,,,,,,
6,22,0,4,4,13,2,0,1066083421,3795108119,2454138880,44695557,,,,,,
6,22,2,4,4,89,2,0,1066083421,3795108119,2454138880,44695557,,,,,,
6,20,0,9,4,17,2,0,1066083421,3795108119,2454138880,44695557,,,,,,
6,20,2,9,4,91,2,0,1066083421,3795108119,2454138880,44695557,,,,,,
0,24,4,0,10,86,2,67,2338365916,2435499035,2090401897,3972005868,3551881215,3793729701,4182263857,3837310168,3493617494,3564680715
0,18,4,0,10,82,2,67,2336793052,2435499083,2023293064,1080033047,2197657600,1238314461,2080905034,3809880878,2718958811,4239963275
0,23,4,0,10,83,2,67,2338103772,2435499071,2023293115,3707764130,2190409728,2556201545,2159548412,660747991,1196560029,1560851915
0,12,4,0,10,84,2,67,2335220188,2435499125,1889107964,2483028113,53209087,3017509881,1300243530,439941084,1892557089,3480793867
5,7,4,0,10,85,2,67,2333909468,2435498140,1687977950,918552576,0,1035594,3618635949,671864056,2702247770,2919805387
5,4,4,0,10,95,2,67,2333123036,2435498140,1620836406,1872757384,2973579263,4160307190,4225839658,682295800,1886849238,3112743179
1,137,0,0,9,0,2,236,2584829949,4292869631,3757834271,4261404669,4292869631,3758078907,3015424955,2479777152,0,
1,128,0,0,9,3,2,250,2600207616,2670469,702545952,4194304,0,0,0,285129280,0,
1,129,0,0,9,18,2,250,2584780797,4292869631,3757834271,4261404669,4292869631,3758078907,3015424955,2923098688,0,
3,25,0,0,10,6,2,250,948973933,359227359,609031423,133988423,31980937,710279364,50288897,766997205,524880279,417019025
3,23,0,0,10,10,2,250,948973933,359227359,609022970,360513718,18873849,699268962,897539883,768965283,833639454,666732130
3,6,0,0,10,7,2,250,948973933,359227359,609038077,946733042,1043857295,389939058,627115685,731456954,439142058,748954655
3,6,2,0,10,65,2,67,948973933,359227359,609038077,946733042,1043857295,389939058,627115685,731456954,439142058,748954655
3,8,0,0,10,8,2,250,948973933,359227359,609769371,851312884,135266255,444071759,75434176,548434542,920388460,413058081
3,16,0,0,10,24,2,250,948973933,359227359,609121273,512098274,1071120143,422313846,490798546,731469495,689256865,467427906
3,8,2,0,10,64,2,67,948973933,359227359,609769371,851312884,135266255,444071759,75434176,548434542,920388460,413058081
3,16,2,0,10,67,2,67,948973933,359227359,609121273,512098274,1071120143,422313846,490798546,731469495,689256865,467427906
3,13,0,0,10,11,2,250,948973933,359227359,609566125,551354157,1070071663,426377163,232742157,8589136,438636691,246663312
3,13,2,0,10,66,2,67,948973933,359227359,609566125,551354157,1070071663,426377163,232742157,8589136,438636691,246663312
3,9,0,0,10,9,2,250,948973933,359227359,609066489,116293518,868220767,377225062,557890188,735472180,258809223,30417452
3,9,2,0,10,70,2,67,948973933,359227359,609066489,116293518,868220767,377225062,557890188,735472180,258809223,30417452
3,58,0,0,10,25,2,250,948973933,359152338,877621536,851410929,1021312489,805961853,232711950,168462779,305738294,364402777
2,19,1,0,8,38,2,0,33950987,3490941412,540119006,1725005824,2229747712,42,2863295697,620707840,,
2,33,1,0,8,48,2,0,33961918,874105388,4158532152,406241280,3194052778,2868052458,2863284267,3187736576,,
2,26,1,0,8,22,2,0,33961912,1488210459,1945250984,1930444800,3192611005,3887793514,2863296572,302055424,,
2,29,1,0,8,36,2,0,33950971,4219816388,2760005150,939573248,2224709810,998007978,2863295783,817954816,,
1,137,0,0,9,0,2,236,3328463216,67110143,1073741824,512,0,0,0,289025344,0,
1,128,0,0,9,3,2,250,3328804905,2706115160,1182913546,2688352944,329301516,1751581494,447790432,2705152,0,
1,129,0,0,9,18,2,250,3328463216,67110143,1073741824,1024,0,0,0,433616832,0,
2,29,5,0,8,69,2,0,50741233,1468549630,2172923525,1409155072,2300231680,42,2863303998,746536960,,
2,19,5,0,8,71,2,0,50741233,2760352830,2365865413,1618870272,2530918400,42,2863300795,83836928,,
6,9,0,5,4,14,2,0,1169437003,1940947252,611760128,44695557,,,,,,
6,16,0,6,4,15,2,0,1169436973,1449165116,612806656,44695557,,,,,,
6,21,0,11,4,16,2,0,1169436973,1449165116,612806656,44695557,,,,,,
6,6,0,3,4,31,2,0,1169436973,1449165116,612806656,44695557,,,,,,
6,21,2,11,4,88,2,0,1169436973,1449165116,612806656,44695557,,,,,,
6,16,2,6,4,90,2,0,1169436973,1449165116,612806656,44695557,,,,,,
6,255,0,2,4,33,2,0,1186214219,1945141556,607123456,44695557,,,,,,
2,26,5,0,8,73,2,0,50741232,1397210944,1690319818,2923462656,2405089280,42,2863306855,159334400,,
6,9,2,5,4,92,2,0,1169437003,1940947252,611760128,44695557,,,,,,
6,22,0,4,4,13,2,0,1169436973,1449165116,612806656,44695557,,,,,,
6,22,2,4,4,89,2,0,1169436973,1449165116,612806656,44695557,,,,,,
6,7,0,12,4,12,2,0,1169436973,1449165116,612806656,44695557,,,,,,
6,20,0,9,4,17,2,0,1169436973,1449165116,612806656,44695557,,,,,,
6,20,2,9,4,91,2,0,1169436973,1449165116,612806656,44695557,,,,,,
1,137,0,0,9,0,2,236,1399940226,2166399104,66977856,536609664,0,0,0,866695808,0,
1,128,0,0,9,3,2,250,1409025280,1427774044,3357350236,3708296025,1557977177,3645380766,1209126993,4237060416,0,
1,129,0,0,9,18,2,250,1400005762,3240140928,66977856,536609664,0,0,0,635918528,0,
2,33,1,0,8,48,2,0,67510783,3959428119,2550139717,2415902720,2952818097,762981674,2863299782,1137360896,,
2,26,1,0,8,22,2,0,67508991,3590316055,2550199078,402702336,2147511755,4149884714,2863290357,155893760,,
2,29,1,0,8,36,2,0,67509759,4043306775,2617167860,1342160896,2189454522,1947342570,2863292430,1477099520,,
2,19,1,0,8,38,2,0,67506944,50341655,2551417525,2147647488,2629844992,42,2863288190,3418308608,,
1,137,0,0,9,0,2,236,2600206336,0,0,0,0,0,0,478639936,0,
1,128,0,0,9,3,2,250,2584789007,4282384895,3231973705,1363320829,4292869631,3757940667,2545680383,3335807488,0,
1,129,0,0,9,18,2,250,2600206336,0,0,0,0,0,0,478639936,0,
0,24,0,0,10,5,2,0,583095850,2272422224,358875181,2194253302,2574585669,2269739380,516669776,218478210,2147490793,3079359603
0,23,0,0,10,2,2,0,583095850,2272422224,358875355,46769631,427102060,122255709,2664168340,763737778,2147486748,309649071
0,18,0,0,10,4,2,0,583095850,2272422224,358875272,46769631,427102060,122255709,2664168340,705017516,5640,788388164
6,16,0,6,4,15,2,0,1306155038,2943664080,2413254656,44695557,,,,,,
6,21,2,11,4,88,2,0,1306155038,2943664080,2413254656,44695557,,,,,,
6,6,0,3,4,31,2,0,1306155038,2943664080,2413254656,44695557,,,,,,
6,9,2,5,4,92,2,0,1306261700,2931081166,2446708736,44695557,,,,,,
2,29,5,0,8,69,2,0,88530624,51412383,1879747628,2919923712,2863300608,42,2863302919,1002389504,,
6,255,0,2,4,33,2,0,1306454212,2956246983,2514362368,44695557,,,,,,
2,19,5,0,8,71,2,0,88530624,51412159,671788076,2919923712,2863300608,42,2863313658,2034188288,,
6,22,2,4,4,89,2,0,1306155038,2943664080,2413254656,44695557,,,,,,
2,26,5,0,8,73,2,0,88530624,51411966,3893013548,2919923712,2863300608,42,2863302861,2487173120,,
5,3,0,0,10,39,2,0,583051905,2272420287,359154135,536870954,2147483689,2147483689,2147483770,2571482766,2151677738,3219777943
1,137,0,0,9,0,2,236,3322830844,2096639,4294836191,4261396483,4290772992,536846265,3149536691,3135977408,0,
1,128,0,0,9,3,2,250,3322535933,4292869631,3757965279,4228063231,4292869631,3758078907,3148322747,2558600064,0,
1,129,0,0,9,18,2,250,3322847228,2096639,4294836191,4261396480,0,536846265,3149536691,2991949184,0,
2,33,1,0,8,48,2,0,117440511,4278190081,303584905,3796025344,2330107102,2285558314,2863287080,2974531584,,
2,26,1,0,8,22,2,0,117440511,4278190081,303584905,3796025344,2330108646,3783950634,2863285888,2022424576,,
2,29,1,0,8,36,2,0,117440511,4278190081,303584905,3796025344,2330105113,1547686954,2863289473,273399808,,
2,19,1,0,8,38,2,0,117440511,4278190081,303584905,3796025344,2330099712,42,2863285758,2935963648,,
1,137,0,0,9,0,2,236,1393188861,4292869631,3221356511,4261404671,4292870143,3221470137,4223380394,238589120,0,
1,128,0,0,9,3,2,250,1393352701,4292869631,4293525471,4261404671,4286579711,536853433,2075891059,2791365184,0,
1,129,0,0,9,18,2,250,1393205245,4292869631,3221356511,4261404671,4292870143,3221470137,4223380394,45785920,0,
2,29,5,0,8,69,2,0,125343504,25172101,3152124403,2132574208,2953134080,42,2863314355,1941913600,,
2,33,5,0,8,72,2,0,125343504,25172101,3152124403,2132574208,2953134080,42,2863314355,1941913600,,
6,9,0,5,4,14,2,0,1438144868,2422269716,36186112,44695557,,,,,,
6,16,0,6,4,15,2,0,1438144838,1890641692,32798720,44695557,,,,,,
6,6,0,3,4,31,2,0,1438144838,1891690268,32579584,44695557,,,,,,
2,26,5,0,8,73,2,0,125343504,25172101,3152124403,2132574208,2953134080,42,2863314355,1941913600,,
6,21,2,11,4,88,2,0,1438144838,1891690268,32579584,44695557,,,,,,
6,255,0,2,4,33,2,0,1438122340,2423318292,36470784,44695557,,,,,,
6,22,2,4,4,89,2,0,1438144838,1891690268,32579584,44695557,,,,,,
2,19,5,0,8,71,2,0,125343504,25172101,3152124403,2132574208,2953134080,42,2863314355,1941913600,,
1,137,0,0,9,0,2,236,2584895485,4292869631,3757834271,4261404669,4292869631,3758078907,3015424955,2714155904,0,
1,128,0,0,9,3,2,250,2590396784,67067899,4244734209,25484210,502841575,4026818624,2145394998,3340470336,0,
1,129,0,0,9,18,2,250,2584846333,4292869631,3757834271,4261404669,4292869631,3758078907,3015424955,2672579072,0,
3,6,0,0,10,7,2,250,948978022,360713166,183187606,2280394,143840461,2732541,377803801,144653,726053897,856206752
3,6,2,0,10,65,2,67,948978022,360713166,183187606,2280394,143840461,2732541,377803801,144653,726053897,856206752
3,8,0,0,10,8,2,250,948978022,360713166,183187606,2280394,143840461,2732541,377803801,144653,726053897,856206752
3,16,0,0,10,24,2,250,948978022,360713166,183187606,2280394,143840461,2732541,377803801,144653,726053897,856206752
3,16,2,0,10,67,2,67,948978022,360713166,183187606,2280394,143840461,2732541,377803801,144653,726053897,856206752
3,13,0,0,10,11,2,250,948978022,360713166,183187606,2280394,143840461,2732541,377803801,144653,726053897,856206752
3,13,2,0,10,66,2,67,948978022,360713166,183187606,2280394,143840461,2732541,377803801,144653,726053897,856206752
3,9,0,0,10,9,2,32,948978022,360713166,183187606,2280394,143840461,2732541,377803801,144653,726053897,856206752
3,9,2,0,10,70,2,67,948978022,360713166,183187606,2280394,143840461,2732541,377803801,144653,726053897,856206752
2,19,1,0,8,38,2,0,125343489,1431655765,1431655765,1431650304,2505392128,42,2863285509,603930624,,
2,33,1,0,8,48,2,0,125343489,1431655765,1431655765,1431650304,2505394948,3256571242,2863297000,3506503680,,
2,26,1,0,8,22,2,0,125343489,1431655765,1431655765,1431650304,2505398980,3255548138,2863293857,2902523904,,
2,29,1,0,8,36,2,0,125343489,1431655765,1431655765,1431650304,2505406084,3255487082,2863286141,2277572608,,
1,137,0,0,9,0,2,236,3338403840,0,0,0,0,0,0,140252864,0,
1,128,0,0,9,3,2,250,3329444138,223477824,271254686,1328677184,1737628920,1137174968,211252703,3668531328,0,
1,129,0,0,9,18,2,250,3338403840,0,0,0,0,0,0,140252864,0,
2,29,5,0,8,69,2,0,142603183,4269842445,23496223,214925312,2549645312,42,2863311421,2541699072,,
2,19,5,0,8,71,2,0,142603183,4269842445,23496223,214925312,2549645312,42,2863311421,2541699072,,
6,9,0,5,4,14,2,0,1607035206,678740252,2587187200,44695557,,,,,,
6,16,0,6,4,15,2,0,1605499040,527745308,2553569280,44695557,,,,,,
6,21,0,11,4,16,2,0,1605519520,527745307,2553729024,44695557,,,,,,
6,6,0,3,4,31,2,0,1605519520,527745307,2553729024,44695557,,,,,,
6,255,0,2,4,33,2,0,1607024966,687128858,2587621376,44695557,,,,,,
2,33,5,0,8,72,2,0,142603183,4269842445,23496223,214925312,2549645312,42,2863311421,2541699072,,
6,21,2,11,4,88,2,0,1605519520,527745307,2553729024,44695557,,,,,,
6,16,2,6,4,90,2,0,1605499040,527745308,2553569280,44695557,,,,,,
6,9,2,5,4,92,2,0,1607035206,678740252,2587187200,44695557,,,,,,
2,26,5,0,8,73,2,0,142603183,4269842445,23496223,214925312,2549645312,42,2863311421,2541699072,,
6,22,0,4,4,13,2,0,1605519520,527745307,2553729024,44695557,,,,,,
6,22,2,4,4,89,2,0,1605519520,527745307,2553729024,44695557,,,,,,
6,7,2,12,4,93,2,0,1605519520,527745307,2553729024,44695557,,,,,,
6,20,0,9,4,17,2,0,1605519520,527745307,2553729024,44695557,,,,,,
1,137,0,0,9,0,2,236,1409024000,0,0,0,0,0,0,25179840,0,
1,128,0,0,9,3,2,250,1409025280,2421393429,425220936,337320280,1557743642,1507564508,2571108352,442552256,0,
1,129,0,0,9,18,2,250,1409024000,0,0,0,0,0,0,25179840,0,
2,33,1,0,8,48,2,0,141907285,1431494672,21654558,4263854080,2952314599,3122301034,2863286440,302694400,,
2,26,1,0,8,22,2,0,141907285,1431494672,21654558,4263854080,2952313477,2687665834,2863300029,2106245120,,
2,29,1,0,8,36,2,0,141907285,1431494672,21654558,4263854080,2952307002,1016416106,2863285119,856342528,,
2,19,1,0,8,38,2,0,141907285,1431494672,21654558,4263854080,2952298496,42,2863294718,4047454208,,
1,137,0,0,9,0,2,236,2600206336,0,0,0,0,0,0,478639936,0,
1,128,0,0,9,3,2,250,2584854547,4278190591,3231973769,1229086717,4292869631,3757940667,2545680383,3430762688,0,
1,129,0,0,9,18,2,250,2600206336,0,0,0,0,0,0,478639936,0,
0,24,0,0,10,5,2,0,583095850,2272430732,222278622,2394309050,2402663110,3216720463,26237048,58337361,2202939873,2243338095
0,23,0,0,10,2,2,0,583095850,2272430732,767397468,173552837,2510432969,3184722101,3220109029,2197727346,2204002330,2243338044
