pending_01,pending_02,pending_03,pending_04,pending_05,pending_06,usage_01,usage_02,usage_03,usage_04,usage_05,usage_06,peakUsage_01,peakUsage_02,peakUsage_03,peakUsage_04,peakUsage_05,peakUsage_06,tUsage,tPeakUsage,limit,lem,alloc,reserved0
0,0,0,0,0,0,0,15,21,21,0,0,0,15,21,69,0,0,25,69,0,0,0,0
0,0,0,0,0,0,0,15,21,21,0,0,0,15,21,69,0,0,25,69,0,0,0,0
0,0,0,0,0,0,0,15,21,21,0,0,0,15,21,69,0,0,25,69,0,0,0,0
0,0,0,0,0,0,0,14,21,21,0,0,0,15,21,69,0,0,23,69,0,0,0,0
0,0,0,0,0,0,0,14,20,21,0,0,0,15,21,69,0,0,23,69,0,0,0,0
0,0,0,0,0,0,0,14,20,21,0,0,0,15,21,69,0,0,23,69,0,0,0,0
0,0,0,0,0,0,0,13,20,21,0,0,0,15,21,69,0,0,22,69,0,0,0,0
0,0,0,0,0,0,0,14,20,20,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,21,21,0,0,0,15,21,69,0,0,21,69,0,0,0,0
0,0,0,0,0,0,0,14,21,21,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,21,20,0,0,0,15,21,69,0,0,23,69,0,0,0,0
0,0,0,0,0,0,0,14,21,20,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,21,21,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,21,21,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,15,20,21,0,0,0,15,21,69,0,0,23,69,0,0,0,0
0,0,0,0,0,0,0,15,20,20,0,0,0,15,21,69,0,0,25,69,0,0,0,0
0,0,0,0,0,0,0,13,20,16,0,0,0,15,21,69,0,0,23,69,0,0,0,0
0,0,0,0,0,0,0,13,19,17,0,0,0,15,21,69,0,0,23,69,0,0,0,0
0,0,0,0,0,0,0,14,20,17,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,21,17,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,20,16,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,15,21,17,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,21,17,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,15,21,16,0,0,0,15,21,69,0,0,23,69,0,0,0,0
0,0,0,0,0,0,0,14,20,17,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,20,16,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,20,17,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,20,17,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,20,21,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,15,20,21,0,0,0,15,21,69,0,0,25,69,0,0,0,0
0,0,0,0,0,0,0,14,19,15,0,0,0,15,21,69,0,0,19,69,0,0,0,0
0,0,0,0,0,0,0,14,19,21,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,13,19,21,0,0,0,15,21,69,0,0,23,69,0,0,0,0
0,0,0,0,0,0,0,14,19,21,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,19,21,0,0,0,15,21,69,0,0,23,69,0,0,0,0
0,0,0,0,0,0,0,14,20,20,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,20,21,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,19,21,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,19,21,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,15,21,21,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,20,20,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,21,20,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,20,20,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,21,20,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,20,20,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,20,21,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,19,21,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,20,21,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,15,20,20,0,0,0,15,21,69,0,0,23,69,0,0,0,0
0,0,0,0,0,0,0,14,21,21,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,20,21,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,20,21,0,0,0,15,21,69,0,0,23,69,0,0,0,0
0,0,0,0,0,0,0,13,19,21,0,0,0,15,21,69,0,0,23,69,0,0,0,0
0,0,0,0,0,0,0,14,20,20,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,20,20,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,15,21,21,0,0,0,15,21,69,0,0,25,69,0,0,0,0
0,0,0,0,0,0,0,15,21,21,0,0,0,15,21,69,0,0,25,69,0,0,0,0
0,0,0,0,0,0,0,15,21,20,0,0,0,15,21,69,0,0,25,69,0,0,0,0
0,0,0,0,0,0,0,15,21,21,0,0,0,15,21,69,0,0,25,69,0,0,0,0
0,0,0,0,0,0,0,15,21,20,0,0,0,15,21,69,0,0,25,69,0,0,0,0
0,0,0,0,0,0,0,14,21,20,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,21,21,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,21,21,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,20,21,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,20,20,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,21,21,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,21,21,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,21,21,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,21,20,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,21,20,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,21,20,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,21,20,0,0,0,15,21,69,0,0,25,69,0,0,0,0
0,0,0,0,0,0,0,14,21,21,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,21,21,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,21,20,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,21,21,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,21,21,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,21,21,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,21,20,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,15,21,20,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,21,20,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,21,21,0,0,0,15,21,69,0,0,25,69,0,0,0,0
0,0,0,0,0,0,0,14,21,17,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,21,21,0,0,0,15,21,69,0,0,25,69,0,0,0,0
0,0,0,0,0,0,0,14,21,21,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,21,20,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,21,20,0,0,0,15,21,69,0,0,23,69,0,0,0,0
0,0,0,0,0,0,0,14,21,21,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,21,21,0,0,0,15,21,69,0,0,23,69,0,0,0,0
0,0,0,0,0,0,0,14,21,21,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,21,21,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,21,21,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,21,21,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,21,21,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,21,21,0,0,0,15,21,69,0,0,23,69,0,0,0,0
0,0,0,0,0,0,0,14,21,21,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,21,20,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,21,21,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,21,21,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,21,21,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,14,21,21,0,0,0,15,21,69,0,0,23,69,0,0,0,0
0,0,0,0,0,0,0,14,21,21,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,13,21,21,0,0,0,15,21,69,0,0,23,69,0,0,0,0
0,0,0,0,0,0,0,14,21,21,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,13,21,21,0,0,0,15,21,69,0,0,23,69,0,0,0,0
0,0,0,0,0,0,0,14,21,21,0,0,0,15,21,69,0,0,23,69,0,0,0,0
0,0,0,0,0,0,0,13,21,21,0,0,0,15,21,69,0,0,23,69,0,0,0,0
0,0,0,0,0,0,0,13,21,21,0,0,0,15,21,69,0,0,24,69,0,0,0,0
0,0,0,0,0,0,0,13,21,21,0,0,0,15,21,69,0,0,23,69,0,0,0,0
0,0,0,0,0,0,0,13,21,21,0,0,0,15,21,69,0,0,23,69,0,0,0,0
0,0,0,0,0,0,0,13,21,21,0,0,0,15,21,69,0,0,23,69,0,0,0,0
